X,Y,OBJECTID,LATITUDE,LONGITUDE,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,GIS_LAST_MOD_DTTM,GIS_ID,REGION_NAME
-77.0532319351785,38.8589777249547,26013744,38.858971,-77.05323,Eads St & 15th St S,classic,1,active,2022/03/25 08:28:21+00,15,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0492321926117,38.8564300951471,26013745,38.856425,-77.049232,Crystal Dr & 20th St S,classic,3,active,2022/03/25 10:03:17+00,13,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0494197371035,38.8610603467884,26013746,38.861056,-77.049417,Crystal Dr & 15th St S,classic,4,active,2022/03/25 09:55:06+00,1,0,15,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,16,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0594872301002,38.8578756772498,26013747,38.857866,-77.05949,Aurora Hills Cmty Ctr / 18th St & S Hayes St,classic,5,active,2022/03/25 08:45:00+00,6,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0599402863729,38.8623075903488,26013748,38.862303,-77.059936,Pentagon City Metro / 12th St & S Hayes St,classic,6,active,2022/03/25 07:57:43+00,9,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0634208664266,38.8633237031543,26013749,38.863314,-77.063416,Army Navy Dr & S Joyce St,classic,7,active,2022/03/25 10:12:17+00,2,0,13,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,16,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.051698705356,38.8577893016538,26013750,38.857785,-77.051698,Crystal City Metro / 18th St & S Bell St,classic,8,active,2022/03/25 10:08:02+00,16,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0515191612255,38.848474659934,26013751,38.848466,-77.051514,Crystal Dr & 27th St S,classic,10,active,2022/03/25 09:07:21+00,8,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0502017714559,38.8426107359322,26013752,38.8426,-77.0502,S Glebe Rd & Potomac Ave,classic,11,active,2022/03/24 16:46:29+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0497251673051,38.8529346146315,26013753,38.852929,-77.049723,Crystal Dr & 23rd St S,classic,12,active,2022/03/24 20:19:33+00,12,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0515207671615,38.8506997438004,26013754,38.850688,-77.05152,Clark St & 26th St S,classic,13,active,2022/03/25 09:03:51+00,10,0,2,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,12,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0428988818543,38.9003034793682,26013755,38.9003,-77.0429,19th St & Pennsylvania Ave NW,classic,14,active,2022/03/25 10:01:30+00,10,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0320932484111,38.9177741308642,26013756,38.917765,-77.032096,14th & V St NW,classic,15,active,2022/03/25 10:18:23+00,22,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,31,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0278197838308,38.9294680282039,26013757,38.929464,-77.027822,11th & Kenyon St NW,classic,16,active,2022/03/25 10:10:23+00,37,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,39,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0425780702699,38.9229325525545,26013758,38.922925,-77.042581,Adams Mill & Columbia Rd NW,classic,18,active,2022/03/25 10:26:38+00,12,0,3,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.032201107953,38.9268094503574,26013759,38.9268,-77.0322,14th & Harvard St NW,classic,19,active,2022/03/25 09:06:44+00,18,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0476407613226,38.9232098562661,26013760,38.923203,-77.047637,Calvert & Biltmore St NW,classic,20,active,2022/03/25 09:09:45+00,14,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.038800488688,38.9319061504705,26013761,38.9319,-77.0388,Lamont & Mt Pleasant NW,classic,21,active,2022/03/25 10:13:20+00,18,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0178997255248,38.8767080325789,26013762,38.876697,-77.017898,4th & M St SW,classic,22,active,2022/03/25 10:20:26+00,12,0,10,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0344302103336,38.9098100944613,26013763,38.909801,-77.034427,15th & P St NW,classic,23,active,2022/03/25 10:25:20+00,18,0,0,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0320104120691,38.9130537857071,26013764,38.913046,-77.032008,14th & R St NW,classic,24,active,2022/03/25 10:15:12+00,13,0,6,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0322966543924,38.9086035853823,26013765,38.9086,-77.0323,14th & Rhode Island Ave NW,classic,25,active,2022/03/25 10:22:45+00,19,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0450060323721,38.8963119812627,26013766,38.8963,-77.045,20th & E St NW,classic,26,active,2022/03/25 10:23:50+00,1,0,14,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0464498504546,38.9007165059824,26013767,38.900711,-77.046449,21st & I St NW,classic,27,active,2022/03/25 10:24:09+00,6,0,26,1,3,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,35,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0241778187167,38.9366934996299,26013768,38.936684,-77.024181,Georgia & New Hampshire Ave NW,classic,28,active,2022/03/25 09:57:17+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0328057232607,38.9375111515644,26013769,38.9375,-77.0328,14th St & Spring Rd NW,classic,29,active,2022/03/25 10:14:13+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9955041073625,38.9346059884431,26013770,38.9346,-76.9955,John McCormack Dr & Michigan Ave NE,classic,30,active,2022/03/25 09:47:01+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.019024618773,38.9030483479049,26013771,38.90304,-77.019027,5th & K St NW,classic,31,active,2022/03/25 10:14:22+00,15,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.976903144887,38.8896071317799,26013772,38.8896,-76.9769,19th & East Capitol St SE,classic,32,active,2022/03/25 10:09:42+00,10,0,4,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0314993906422,38.9308093326729,26013773,38.9308,-77.0315,Park Rd & Holmead Pl NW,classic,33,active,2022/03/25 10:11:43+00,31,0,3,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,35,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9691809194837,38.8616703037464,26013774,38.861663,-76.969184,Good Hope & Naylor Rd SE,classic,34,active,2022/03/24 15:55:51+00,14,0,5,5,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0575320544835,38.9336370340416,26013775,38.933626,-77.05753,Connecticut Ave & Macomb St NW / Cleveland Park,classic,35,active,2022/03/25 10:17:12+00,5,0,5,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9607032505031,38.8780090114729,26013776,38.878,-76.9607,Randle Circle & Minnesota Ave SE,classic,36,active,2022/03/25 04:35:19+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9474473939697,38.89707454299,26013777,38.897063,-76.947446,Minnesota Ave Metro/DOES,classic,37,active,2022/03/25 04:10:18+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9418759822002,38.901395918266,26013778,38.901385,-76.941877,Nannie Helen Burroughs & Minnesota Ave NE,classic,38,active,2022/03/25 04:35:19+00,6,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9946444739657,38.8626741823952,26013779,38.862669,-76.994637,Anacostia Metro,classic,39,active,2022/03/25 08:48:56+00,16,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9880414835076,38.8673850940536,26013780,38.867373,-76.988039,Good Hope Rd & MLK Ave SE,classic,40,active,2022/03/24 19:09:32+00,5,0,5,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0435989882191,38.8952044856205,26013781,38.8952,-77.0436,19th & E Street NW,classic,41,active,2022/03/25 10:26:31+00,2,0,9,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0006480363955,38.9190847446191,26013782,38.919077,-77.000648,4th & W St NE,classic,42,active,2022/03/25 09:53:15+00,12,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0259008588385,38.9172081426925,26013783,38.9172,-77.0259,10th & U St NW,classic,43,active,2022/03/25 09:02:43+00,8,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0222018133699,38.9249110228196,26013784,38.9249,-77.0222,Georgia Ave & Fairmont St NW,classic,44,active,2022/03/25 07:38:50+00,14,0,0,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.005798860005,38.8741058332167,26013785,38.874102,-77.005794,1st & N St SE,classic,45,active,2022/03/25 09:36:04+00,0,0,39,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,39,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0446029799029,38.9154098417214,26013786,38.9154,-77.0446,20th St & Florida Ave NW,classic,46,active,2022/03/25 10:22:17+00,11,0,2,1,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0221988853834,38.9155063295879,26013787,38.9155,-77.0222,7th & T St NW,classic,47,active,2022/03/25 10:17:23+00,5,0,10,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0534128488241,38.8543923518948,26013788,38.854381,-77.053412,Eads St & 22nd St S,classic,48,active,2022/03/25 09:40:38+00,5,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0037016039001,38.8763039680311,26013789,38.8763,-77.0037,M St & New Jersey Ave SE,classic,49,active,2022/03/25 08:51:06+00,2,0,15,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,17,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0444036546191,38.9101040050565,26013790,38.9101,-77.0444,Massachusetts Ave & Dupont Circle NW,classic,51,active,2022/03/25 10:14:43+00,20,0,23,3,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,45,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0054901438539,38.9057072323447,26013791,38.905697,-77.005483,1st & M St NE,classic,52,active,2022/03/25 10:06:42+00,12,0,3,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0473177902061,38.9057157953933,26013792,38.905711,-77.047318,New Hampshire Ave & Ward Pl NW,classic,53,active,2022/03/25 10:22:41+00,1,0,18,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0386347638972,38.9027642493453,26013793,38.90276,-77.03863,17th & K St NW,classic,54,active,2022/03/25 10:24:19+00,3,0,20,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0152885457645,38.8994185281761,26013794,38.899408,-77.015289,3rd & H St NW,classic,55,active,2022/03/25 10:05:19+00,11,0,4,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0023074403427,38.8851052018401,26013795,38.8851,-77.0023,3rd & D St SE,classic,56,active,2022/03/25 10:22:37+00,5,0,6,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9862068401411,38.8803119481271,26013796,38.8803,-76.9862,Potomac & Pennsylvania Ave SE,classic,57,active,2022/03/25 09:25:32+00,5,0,10,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9879120997594,38.8829245700143,26013797,38.882915,-76.987907,13th & E St SE,classic,58,active,2022/03/25 10:21:04+00,14,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0286914511435,38.8887861282326,26013798,38.888774,-77.028694,Smithsonian-National Mall / Jefferson Dr & 12th St SW,classic,169,active,2022/03/25 10:23:17+00,0,0,33,0,2,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,35,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.1207013720873,38.8788811121169,26013799,38.87887,-77.1207,George Mason Dr & Wilson Blvd,classic,170,active,2022/03/25 08:46:13+00,6,0,9,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0199445458911,38.8945803337983,26013800,38.894573,-77.01994,6th St & Indiana Ave NW,classic,171,active,2022/03/25 09:59:22+00,9,0,9,0,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0860636504079,38.8932441172093,26013801,38.893237,-77.086063,N Veitch St & Key Blvd,classic,172,active,2022/03/24 16:36:50+00,10,0,1,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0890064209176,38.8959354155611,26013802,38.89593,-77.089006,Langston Blvd & N Adams St,classic,173,active,2022/03/25 07:54:08+00,19,0,0,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.080954078848,38.8905452570647,26013803,38.89054,-77.08095,15th St & N Scott St,classic,174,active,2022/03/25 09:30:45+00,11,0,4,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0907970040445,38.8808179703461,26013804,38.88081,-77.090792,Washington Blvd & 7th St N,classic,175,active,2022/03/25 10:25:13+00,6,0,5,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.1117730584432,38.8810520141317,26013805,38.881044,-77.111768,Ballston Metro / Stuart St & 9th St N,classic,176,active,2022/03/25 08:39:57+00,18,0,5,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.0374122268109,38.879829324696,26013806,38.879819,-77.037413,Jefferson Memorial,classic,178,active,2022/03/25 10:06:24+00,0,0,19,0,3,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-76.9852415706573,38.8666190587598,26013807,38.866611,-76.985238,Good Hope Rd & 14th St SE,classic,179,active,2022/03/25 04:30:19+00,2,0,11,2,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.1168142571781,38.8839297672597,26013808,38.883921,-77.116817,Glebe Rd & 11th St N,classic,180,active,2022/03/24 17:49:50+00,8,0,3,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.1078529497522,38.8800197343389,26013809,38.880012,-77.107854,Wilson Blvd & N Quincy St,classic,181,active,2022/03/25 08:52:38+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-77.1010827817142,38.884620071181,26013810,38.884616,-77.10108,GMU / Fairfax Dr & Kenmore St,classic,182,active,2022/03/25 08:47:10+00,9,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,11,"KEY,CREDITCARD",41,2022/03/25 10:27:44+00,,"Arlington, VA"
-76.9940994263414,38.9050946446331,26013811,38.90509,-76.9941,Gallaudet / 8th St & Florida Ave NE,classic,183,active,2022/03/25 08:44:36+00,17,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0447915783747,38.9035908197427,26013812,38.903584,-77.044789,20th & L St NW,classic,185,active,2022/03/25 10:26:34+00,3,0,16,2,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0283977535695,38.9038301723004,26013813,38.903819,-77.0284,12th & L St NW,classic,186,active,2022/03/25 10:10:40+00,15,0,4,1,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0465656745807,38.9015452289578,26013814,38.901539,-77.046564,21st St & Pennsylvania Ave NW,classic,187,active,2022/03/25 10:21:21+00,4,0,13,2,1,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0433727010485,38.9022130765753,26013815,38.902204,-77.04337,19th & K St NW,classic,188,active,2022/03/25 10:13:03+00,13,0,10,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,23,"KEY,CREDITCARD",42,2022/03/25 10:27:44+00,,"Washington, DC"
-77.0403653202794,38.8031303961585,26013816,38.803124,-77.040363,Prince St & Union St,classic,189,active,2022/03/24 17:47:23+00,1,0,17,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,19,"KEY,CREDITCARD",40,2022/03/25 10:27:44+00,,"Alexandria, VA"
-77.0433595538931,38.8047238268302,26013817,38.804718,-77.043363,Market Square / King St & Royal St,classic,190,active,2022/03/25 09:32:00+00,13,0,2,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2022/03/25 10:27:44+00,,"Alexandria, VA"
-77.044629729393,38.8107500333527,26013818,38.810741,-77.044633,St Asaph & Pendleton St,classic,191,active,2022/03/25 08:34:57+00,1,0,14,0,0,Yes,Yes,Yes,Yes,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,No,No,15,"KEY,CREDITCARD",40,2022/03/25 10:27:44+00,,"Alexandria, VA"
